10.000000	55.000000	0.000000	16.909691	1117894.594081
10.000000	55.000000	0.100000	16.909691	139665.781958
10.000000	55.000000	0.200000	16.909691	69842.493971
10.000000	55.000000	0.300000	16.909691	46552.436266
10.000000	55.000000	0.400000	16.909691	34907.394603
10.000000	55.000000	0.500000	16.909691	27920.363179
10.000000	55.000000	0.600000	16.909691	23262.337443
10.000000	55.000000	0.700000	16.909691	19935.172586
10.000000	55.000000	0.800000	16.909691	17439.796204
10.000000	55.000000	0.900000	16.909691	15498.945847
10.000000	55.000000	1.000000	16.909691	13946.264049
10.000000	56.000000	0.000000	16.509651	1117878.785055
10.000000	56.000000	0.100000	16.509651	139649.975232
10.000000	56.000000	0.200000	16.509651	69826.691127
10.000000	56.000000	0.300000	16.509651	46536.638877
10.000000	56.000000	0.400000	16.509651	34891.604239
10.000000	56.000000	0.500000	16.509651	27904.581409
10.000000	56.000000	0.600000	16.509651	23246.565834
10.000000	56.000000	0.700000	16.509651	19919.412701
10.000000	56.000000	0.800000	16.509651	17424.049602
10.000000	56.000000	0.900000	16.509651	15483.214086
10.000000	56.000000	1.000000	16.509651	13930.548680
10.000000	57.000000	0.000000	15.909591	1117844.575839
10.000000	57.000000	0.100000	15.909591	139615.790276
10.000000	57.000000	0.200000	15.909591	69792.536368
10.000000	57.000000	0.300000	15.909591	46502.520244
10.000000	57.000000	0.400000	15.909591	34857.527645
10.000000	57.000000	0.500000	15.909591	27870.552751
10.000000	57.000000	0.600000	15.909591	23212.590987
10.000000	57.000000	0.700000	15.909591	19885.497521
10.000000	57.000000	0.800000	15.909591	17390.199918
10.000000	57.000000	0.900000	15.909591	15449.435701
10.000000	57.000000	1.000000	15.909591	13896.847369
10.000000	58.000000	0.000000	15.109511	1117747.312973
10.000000	58.000000	0.100000	15.109511	139518.735876
10.000000	58.000000	0.200000	15.109511	69695.724926
10.000000	58.000000	0.300000	15.109511	46405.986055
10.000000	58.000000	0.400000	15.109511	34761.304782
10.000000	58.000000	0.500000	15.109511	27774.675034
10.000000	58.000000	0.600000	15.109511	23117.091958
10.000000	58.000000	0.700000	15.109511	19790.410412
10.000000	58.000000	0.800000	15.109511	17295.557631
10.000000	58.000000	0.900000	15.109511	15355.270776
10.000000	58.000000	1.000000	15.109511	13803.191960
10.000000	59.000000	0.000000	13.693369	1117233.264997
10.000000	59.000000	0.100000	13.693369	139003.850536
10.000000	59.000000	0.200000	13.693369	69180.656793
10.000000	59.000000	0.300000	13.693369	45891.383007
10.000000	59.000000	0.400000	13.693369	34247.806059
10.000000	59.000000	0.500000	13.693369	27262.909392
10.000000	59.000000	0.600000	13.693369	22607.675911
10.000000	59.000000	0.700000	13.693369	19283.946574
10.000000	59.000000	0.800000	13.693369	16792.633171
10.000000	59.000000	0.900000	13.693369	14856.455995
10.000000	59.000000	1.000000	13.793379	13309.016112
10.000000	60.000000	0.000000	9.997000	1034078.021680
10.000000	60.000000	0.100000	9.997000	74481.268059
10.000000	60.000000	0.200000	9.997000	17966.598688
10.000000	60.000000	0.300000	9.997000	4658.009104
10.000000	60.000000	0.400000	9.997000	776.334851
10.000000	60.000000	0.500000	9.997000	0.000000
10.000000	60.000000	0.600000	10.197020	194.293227
10.000000	60.000000	0.700000	10.397040	564.827968
10.000000	60.000000	0.800000	10.497050	938.710393
10.000000	60.000000	0.900000	10.697070	1279.846725
10.000000	60.000000	1.000000	10.797080	1564.364423
10.000000	61.000000	0.000000	13.717372	1117226.992558
10.000000	61.000000	0.100000	13.717372	138998.203733
10.000000	61.000000	0.200000	13.717372	69175.625402
10.000000	61.000000	0.300000	13.717372	45886.955978
10.000000	61.000000	0.400000	13.717372	34243.971568
10.000000	61.000000	0.500000	13.717372	27259.654884
10.000000	61.000000	0.600000	13.717372	22604.988152
10.000000	61.000000	0.700000	13.717372	19281.811703
10.000000	61.000000	0.800000	13.717372	16791.036753
10.000000	61.000000	0.900000	13.717372	14855.383078
10.000000	61.000000	1.000000	13.717372	13308.474159
10.000000	62.000000	0.000000	15.117512	1117747.171279
10.000000	62.000000	0.100000	15.117512	139518.274850
10.000000	62.000000	0.200000	15.117512	69694.944803
10.000000	62.000000	0.300000	15.117512	46404.887191
10.000000	62.000000	0.400000	15.117512	34759.887652
10.000000	62.000000	0.500000	15.117512	27772.940232
10.000000	62.000000	0.600000	15.117512	23115.040195
10.000000	62.000000	0.700000	15.117512	19788.042517
10.000000	62.000000	0.800000	15.117512	17292.874548
