50.000000	0.000000	55.649565	1567.991270
50.000000	0.100000	58.309831	207.652167
50.000000	0.200000	36.819682	108.501643
50.000000	0.300000	36.879688	75.361172
50.000000	0.400000	36.879688	58.653210
50.000000	0.500000	36.879688	48.483161
50.000000	0.600000	36.879688	41.574011
50.000000	0.700000	36.879688	36.532870
50.000000	0.800000	36.879688	32.668833
50.000000	0.900000	36.879688	29.599509
50.000000	1.000000	36.879688	27.095182
50.100000	0.000000	2.648265	1585.652574
50.100000	0.100000	1.888189	212.877247
50.100000	0.200000	3.024302	111.831745
50.100000	0.300000	3.024302	76.903741
50.100000	0.400000	54.081408	59.128392
50.100000	0.500000	54.141414	48.686118
50.100000	0.600000	54.141414	41.678254
50.100000	0.700000	54.141414	36.614120
50.100000	0.800000	54.141414	32.771794
50.100000	0.900000	54.141414	29.745892
50.100000	1.000000	54.141414	27.292023
50.200000	0.000000	37.963796	1569.404382
50.200000	0.100000	15.289529	210.224245
50.200000	0.200000	20.946095	109.988870
50.200000	0.300000	20.946095	76.101474
50.200000	0.400000	21.046105	58.700507
50.200000	0.500000	21.046105	48.056116
50.200000	0.600000	54.141414	41.153151
50.200000	0.700000	54.141414	36.341300
50.200000	0.800000	54.141414	32.634133
50.200000	0.900000	54.141414	29.677206
50.200000	1.000000	54.141414	27.255786
50.300000	0.000000	3.892389	1587.225982
50.300000	0.100000	19.777978	211.579969
50.300000	0.200000	21.330133	110.602310
50.300000	0.300000	20.094009	75.925482
50.300000	0.400000	20.094009	58.698922
50.300000	0.500000	20.094009	48.229489
50.300000	0.600000	20.094009	41.153684
50.300000	0.700000	20.094009	36.032230
50.300000	0.800000	54.181418	32.149325
50.300000	0.900000	54.181418	29.161775
50.300000	1.000000	6.000600	26.799948
50.400000	0.000000	58.993899	1567.907750
50.400000	0.100000	2.688269	210.022840
50.400000	0.200000	2.688269	112.030598
50.400000	0.300000	2.828283	77.375994
50.400000	0.400000	2.828283	59.439135
50.400000	0.500000	2.828283	48.368347
50.400000	0.600000	2.828283	40.849294
50.400000	0.700000	6.000600	35.544074
50.400000	0.800000	6.000600	31.774906
50.400000	0.900000	6.000600	28.825867
50.400000	1.000000	6.000600	26.454523
50.500000	0.000000	38.711871	1569.879819
50.500000	0.100000	11.733173	208.524820
50.500000	0.200000	11.893189	110.700195
50.500000	0.300000	11.893189	77.167738
50.500000	0.400000	11.893189	59.892518
50.500000	0.500000	11.973197	49.420539
50.500000	0.600000	11.973197	42.403871
50.500000	0.700000	11.973197	37.316655
50.500000	0.800000	11.973197	33.447798
50.500000	0.900000	11.973197	30.399002
50.500000	1.000000	11.973197	27.929663
50.600000	0.000000	20.266027	1557.324973
50.600000	0.100000	0.188019	209.015811
50.600000	0.200000	0.228023	111.899230
50.600000	0.300000	11.973197	78.037813
50.600000	0.400000	59.073907	61.092814
50.600000	0.500000	59.073907	50.737181
50.600000	0.600000	59.073907	43.630904
50.600000	0.700000	59.073907	38.420447
50.600000	0.800000	59.073907	34.420873
50.600000	0.900000	59.093909	31.265435
50.600000	1.000000	59.093909	28.696998
50.700000	0.000000	50.201020	1580.108746
50.700000	0.100000	54.225423	212.308792
50.700000	0.200000	59.133913	112.020788
50.700000	0.300000	59.133913	78.271770
50.700000	0.400000	59.133913	61.094818
50.700000	0.500000	59.133913	50.593123
50.700000	0.600000	59.133913	43.461041
50.700000	0.700000	59.133913	38.276374
50.700000	0.800000	59.133913	34.322850
50.700000	0.900000	59.133913	31.198964
50.700000	1.000000	59.133913	28.661665
50.800000	0.000000	55.045505	1594.730492
50.800000	0.100000	14.329433	211.887979
50.800000	0.200000	14.349435	112.610150
50.800000	0.300000	38.183818	77.991346
50.800000	0.400000	38.183818	60.834303
50.800000	0.500000	38.183818	50.263216
50.800000	0.600000	38.183818	43.036891
50.800000	0.700000	38.183818	37.756640
50.800000	0.800000	38.183818	33.717114
50.800000	0.900000	38.183818	30.521638
50.800000	1.000000	38.183818	27.928472
50.900000	0.000000	50.297030	1592.735930
50.900000	0.100000	11.997200	209.561980
50.900000	0.200000	38.087809	112.729813
50.900000	0.300000	38.087809	79.295062
50.900000	0.400000	38.087809	61.718426
50.900000	0.500000	38.087809	50.765553
50.900000	0.600000	38.087809	43.252658
50.900000	0.700000	14.725473	37.890727
50.900000	0.800000	14.725473	33.915806
50.900000	0.900000	14.725473	30.758149
50.900000	1.000000	14.725473	28.184874
51.000000	0.000000	34.015402	1577.559050
51.000000	0.100000	39.427943	212.503696
51.000000	0.200000	39.427943	112.283926
51.000000	0.300000	20.986099	77.378282
51.000000	0.400000	41.016102	59.714677
51.000000	0.500000	41.016102	49.064813
51.000000	0.600000	41.016102	41.838496
51.000000	0.700000	41.016102	36.600538
51.000000	0.800000	41.016102	32.619960
51.000000	0.900000	14.725473	29.582622
51.000000	1.000000	14.725473	27.240618
51.100000	0.000000	14.257426	1580.269550
51.100000	0.100000	29.246925	215.163828
51.100000	0.200000	29.246925	115.069300
51.100000	0.300000	29.266927	80.019640
51.100000	0.400000	29.266927	61.967948
51.100000	0.500000	29.266927	50.830761
51.100000	0.600000	29.266927	43.231584
51.100000	0.700000	29.266927	37.694541
51.100000	0.800000	29.266927	33.468894
51.100000	0.900000	0.704070	30.171248
51.100000	1.000000	0.704070	27.753536
51.200000	0.000000	0.800080	1561.428766
51.200000	0.100000	35.255526	212.134893
51.200000	0.200000	38.087809	112.301271
51.200000	0.300000	38.087809	78.102714
51.200000	0.400000	29.678968	61.152363
51.200000	0.500000	29.678968	50.735988
51.200000	0.600000	29.678968	43.479052
51.200000	0.700000	0.704070	38.372158
51.200000	0.800000	0.704070	34.486379
51.200000	0.900000	0.704070	31.383125
51.200000	1.000000	0.724072	28.884263
51.300000	0.000000	3.484348	1569.774872
51.300000	0.100000	0.684068	211.913087
51.300000	0.200000	0.704070	116.462440
51.300000	0.300000	0.704070	82.729575
51.300000	0.400000	0.704070	64.804058
51.300000	0.500000	0.724072	53.639769
51.300000	0.600000	0.724072	45.983392
51.300000	0.700000	0.744074	40.456867
51.300000	0.800000	0.744074	36.236135
51.300000	0.900000	0.744074	32.891871
51.300000	1.000000	0.744074	30.171353
51.400000	0.000000	10.873087	1570.367530
51.400000	0.100000	36.883688	209.357770
51.400000	0.200000	37.683768	112.204313
51.400000	0.300000	37.683768	79.576963
51.400000	0.400000	37.683768	62.472949
51.400000	0.500000	0.744074	51.770462
51.400000	0.600000	0.744074	44.686347
51.400000	0.700000	0.744074	39.472511
51.400000	0.800000	0.744074	35.457588
51.400000	0.900000	38.579858	32.328916
51.400000	1.000000	38.579858	29.828939
51.500000	0.000000	28.130813	1583.777821
51.500000	0.100000	38.035804	214.098822
51.500000	0.200000	38.327833	114.753724
51.500000	0.300000	38.327833	81.005618
51.500000	0.400000	38.483848	63.783812
51.500000	0.500000	38.483848	53.252570
51.500000	0.600000	38.483848	46.023082
51.500000	0.700000	38.579858	40.731202
51.500000	0.800000	38.579858	36.656029
51.500000	0.900000	38.579858	33.401545
51.500000	1.000000	38.579858	30.731324
